txt1	lvl11	lvl12	lvl13	lvl14	txt2	lvl21	lvl22	lvl23	lvl24	mantra_id	pratika
AVŚ		19	4	1	VS			10	5	464	
AVŚ		19	4	1	VS			22	6	464	
AVŚ		19	4	1	VS			22	27	464	
AVŚ		19	4	1	VS			39	1	464	
AVŚ		19	4	1	TS	1	8	13	3	464	
AVŚ		19	4	1	TS	7	1	12	1	464	
AVŚ		19	4	1	TS	7	1	14	1	464	
AVŚ		19	4	1	TS	7	1	16	1	464	
AVŚ		19	4	1	TS	7	1	17	1	464	
AVŚ		19	4	1	TS	7	1	20	1	464	
AVŚ		19	4	1	MS		2	6	11	464	
AVŚ		19	4	1	MS		2	6	12	464	
AVŚ		19	4	1	MS		3	12	2	464	
AVŚ		19	4	1	MS		3	12	7	464	
AVŚ		19	4	1	MS		4	4	6	464	
AVŚ		19	4	1	KS			15	7	464	
AVŚ		19	4	1	KS			23	2	464	
AVŚ		19	4	1	KSA			1	3	464	
AVŚ		19	4	1	KSA			1	5	464	
AVŚ		19	4	1	KSA			1	7	464	
AVŚ		19	4	1	KSA			1	8	464	
AVŚ		19	4	1	KSA			1	11	464	
AVŚ		19	4	1	ŚB	2	3	1	36	464	
AVŚ		19	4	1	ŚB	5	3	5	8	464	
AVŚ		19	4	1	ŚB	12	6	1	16	464	
AVŚ		19	4	1	ŚB	13	1	3	3	464	
AVŚ		19	4	1	ŚB	14	3	2	5	464	
AVŚ		19	4	1	ŚB	14	9	3	8	464	
AVŚ		19	4	1	ŚB	14	9	4	18	464	
AVŚ		19	4	1	TB	3	1	4	1	464	
AVŚ		19	4	1	TB	3	8	6	3	464	
AVŚ		19	4	1	TB	3	8	9	3	464	
AVŚ		19	4	1	TB	3	8	17	1	464	
AVŚ		19	4	1	TB	3	8	17	2	464	
AVŚ		19	4	1	TB	3	12	4	2	464	
AVŚ		19	4	1	TB	3	12	4	3	464	
AVŚ		19	4	1	TB	3	12	4	4	464	
AVŚ		19	4	1	TB	3	12	4	5	464	
AVŚ		19	4	1	TB	3	12	4	6	464	
AVŚ		19	4	1	ṢB			5	7	464	
AVŚ		19	4	1	AdB				7	464	
AVŚ		19	4	1	ŚŚ		2	10	1	464	
AVŚ		19	4	1	ŚŚ		6	3	8	464	
AVŚ		19	4	1	KŚ		15	5	3	464	
AVŚ		19	4	1	KŚ		18	5	3	464	
AVŚ		19	4	1	KŚ		20	2	3	464	
AVŚ		19	4	1	MŚ	1	5	3	18	464	
AVŚ		19	4	1	MŚ	9	1	3	20	464	
AVŚ		19	4	1	MŚ	9	1	4	10	464	
AVŚ		19	4	1	MŚ	9	2	1	27	464	
AVŚ		19	4	1	MŚ	9	2	2	30	464	
AVŚ		19	4	1	ApŚ		9	9	14	464	
AVŚ		19	4	1	ApŚ		18	15	8	464	
AVŚ		19	4	1	ApŚ		20	4	5	464	
AVŚ		19	4	1	ApŚ		20	5	9	464	
AVŚ		19	4	1	ApŚ		20	11	3	464	
AVŚ		19	4	1	ApŚ		20	11	4	464	
AVŚ		19	4	1	ApŚ		20	11	7	464	
AVŚ		19	4	1	TAA		10	67	1	464	
AVŚ		19	4	1	MahānU			19	2	464	
AVŚ		19	4	1	BṛhU		6	3	8	464	
AVŚ		19	4	1	BṛhU		6	4	18	464	
AVŚ		19	4	1	AG		1	9	7	464	
AVŚ		19	4	1	AG		1	10	13	464	
AVŚ		19	4	1	AG		4	3	26	464	
AVŚ		19	4	1	ŚG		1	17	8	464	
AVŚ		19	4	1	ŚG		2	14	4	464	
AVŚ		19	4	1	Kauś			4	1	464	
AVŚ		19	4	1	Kauś			6	11	464	
AVŚ		19	4	1	Kauś			72	27	464	
AVŚ		19	4	1	Kauś			81	31	464	
AVŚ		19	4	1	Kauś			94	14	464	
AVŚ		19	4	1	Kauś			95	3	464	
AVŚ		19	4	1	Kauś			119	2	464	
AVŚ		19	4	1	Kauś			130	2	464	
AVŚ		19	4	1	Kauś			131	2	464	
AVŚ		19	4	1	Kauś			135	9	464	
AVŚ		19	4	1	GG		1	3	9	464	
AVŚ		19	4	1	GG		1	8	4	464	
AVŚ		19	4	1	GG		1	8	9	464	
AVŚ		19	4	1	KhG		1	5	13	464	
AVŚ		19	4	1	KhG		2	1	17	464	
AVŚ		19	4	1	PG		1	9	3	464	
AVŚ		19	4	1	PG		1	12	3	464	
AVŚ		19	4	1	HG		1	2	16	464	
AVŚ		19	4	1	HG		1	7	18	464	
AVŚ		19	4	1	HG		1	23	8	464	
AVŚ		19	4	1	ApG		1	2	6	464	
AVŚ		19	4	1	MG		1	5	4	464	
AVŚ		19	4	1	MG		2	2	18	464	
AVŚ		19	4	1	MG		2	3	1	464	
AVŚ		19	4	1	JG			1	3	464	
AVŚ		19	4	1	JG			1	23	464	
AVŚ		19	4	1	BDh		3	9	4	464	
AVŚ		19	4	1	Svidh		1	8	9	464	
ŚB	2	2	3	24	ŚB	2	5	3	10	468	
ŚB	2	2	3	24	ŚB	2	5	3	15	468	
ŚB	2	2	3	24	ŚB	3	8	3	34	468	
ŚB	2	2	3	24	ŚB	4	5	2	11	468	
ŚB	2	2	3	24	ŚB	5	2	2	18	468	
ŚB	2	2	3	24	ŚB	5	3	3	15	468	
ŚB	2	2	3	24	ŚB	5	4	4	24	468	
ŚB	2	2	3	24	ApŚ		2	21	6	468	
ŚB	2	2	3	24	ApŚ		7	25	17	468	
ŚB	2	2	3	24	MŚ	1	3	2	24	468	
ŚB	3	8	3	34	ApŚ		7	25	17	469	
ŚB	3	8	3	34	MŚ	1	8	5	33	469	
AG		1	10	23	ApMB		2	18	31	470	
TB	3	12	2	2	TB	3	12	2	4	471	
TB	3	12	2	2	TB	3	12	2	5	471	
TB	3	12	2	2	TB	3	12	2	6	471	
TB	3	12	2	2	TB	3	12	2	7	471	
TB	3	12	2	2	TB		3	12	8	471	
TB	3	12	2	2	TB	3	12	4	2	471	
TB	3	12	2	2	TB	3	12	4	3	471	
TB	3	12	2	2	TB	3	12	4	4	471	
TB	3	12	2	2	TB	3	12	4	5	471	
TB	3	12	2	2	TB	3	12	4	6	471	
TB	3	12	2	2	TAA		10	67	1	471	
TB	3	12	2	2	MahānU			19	2	471	
TB	3	12	2	2	ŚG		1	17	8	471	
TB	3	12	2	2	ŚG		2	14	4	471	
TB	3	12	2	2	Kauś			5	12	471	
TB	3	12	2	2	GG		1	8	14	471	
TB	3	12	2	2	KhG		2	1	24	471	
TB	3	12	2	2	PG		1	12	3	471	
TB	3	12	2	2	HG		1	7	18	471	
TB	3	12	2	2	HG		2	8	9	471	
TB	3	12	2	2	MG		2	2	22	471	
RV		6	14	1a	KS			20	14a	483	
RV		6	14	1a	KB			1	4	483	
RV		6	14	1a	AŚ		10	2	18	483	agnā yo martyaḥ
RV		6	14	1a	AŚ		4	13	7	483	agnā yo
AVŚ		4	39	9a	AVP		15	22	3a	484	
AVŚ		4	39	9a	VS			5	4a	484	
AVŚ		4	39	9a	VSK		5	1	4a	484	
AVŚ		4	39	9a	TS	1	3	7	2a	484	
AVŚ		4	39	9a	MS		1	2	7a	484	
AVŚ		4	39	9a	KS			3	4a	484	
AVŚ		4	39	9a	ŚB	3	4	1	25a	484	
AVŚ		4	39	9a	AŚ		8	14	4a	484	
AVŚ		4	39	9a	ApŚ		7	13	7	484	
AVŚ		4	39	9a	SMB		2	2	12a	484	
AVŚ		4	39	9a	MŚ	1	7	1	47	484	agnā agniś carati
AVŚ		4	39	9a	Vait			8	11	484	agnāv agniḥ
AVŚ		4	39	9a	KŚ		5	2	6	484	agnāv agniḥ
AVŚ		4	39	9a	Kauś			3	16	484	agnāv agniḥ
AVŚ		4	39	9a	GG		4	1	13	484	agnāv agniḥ
AVŚ		4	39	9a	KhG		3	4	22	484	agnau
AVŚ		7	29	1a	MS		4	11	2a	489	
AVŚ		7	29	1a	KS			4	16a	489	
AVŚ		7	29	1a	ŚŚ		2	4	3a	489	
AVŚ		7	29	1a	TS	2	5	12	1	489	agnāviṣṇū
AVŚ		7	29	1a	KS			11	13	489	agnāviṣṇū
AVŚ		7	29	1a	TB	3	11	9	9	489	agnāviṣṇū
AVŚ		7	29	1a	ApŚ		19	13	4	489	agnāviṣṇū
AVŚ		7	29	1a	Vait			8	1	489	agnāviṣṇū
AVŚ		7	29	1a	Kauś			32	3	489	agnāviṣṇū
AVŚ		7	29	1a	Kauś			59	19	489	agnāviṣṇū
AVŚ		7	29	2a	MS		4	10	1a	490	
AVŚ		7	29	2a	MS		4	11	2	490	
AVŚ		7	29	2a	KS			4	16a	490	
AVŚ		7	29	2a	AŚ		2	8	3a	490	
AVŚ		7	29	2a	AŚ		5	19	3	490	
AVŚ		7	29	2a	ŚŚ		2	4	3a	490	
AVŚ		7	29	2a	MŚ	5	1	6	26	490	
AVŚ		7	29	2a	TS	2	5	12	1	490	agnāviṣṇū
AVŚ		7	29	2a	KS			11	13	490	agnāviṣṇū
TS	1	1	12	1	ApŚ		2	13	7	491	
TS	4	7	1	1a	MS		4	10	1a	493	
TS	4	7	1	1a	MS		4	11	2	493	
TS	4	7	1	1a	TB	3	11	3	1a	493	
TS	4	7	1	1a	AŚ		2	8	3a	493	
TS	4	7	1	1a	ApŚ		17	17	8	493	
TS	4	7	1	1a	MŚ	5	1	1	33	493	
TS	4	7	1	1a	MŚ	5	1	6	26	493	
TS	4	7	1	1a	MŚ	5	1	6	31	493	
AVŚ		6	36	3a	ŚŚ		3	5	8a	500	
AVŚ		6	36	3a	ŚŚ		9	23	12	500	
AVŚ		6	36	3a	ŚŚ		10	11	9	500	
VS			23	17	KSA			5	4	503	
VS			23	17	ŚB	13	2	17	13	503	
VS			23	17	TB	3	9	4	8	503	agniḥ paśur āsīt
VS			23	17	BaudhŚ			15	27	503	agniḥ paśur āsīt
VS			23	17	ApŚ		20	17	2	503	agniḥ paśur āsīt
VS			23	17	KŚ		20	6	8	503	agniḥ paśuḥ
RV		3	27	4b	ŚB	1	4	1	38	505	
VS			10	29	ŚB	5	4	4	22	513	
VS			10	29	KŚ		15	7	15	513	agniḥ pṛthuḥ
VS			10	29	BṛhPDh			9	215	513	agniḥ pṛthuḥ
VS			19	48a	KS			38	2a	515	
VS			19	48a	TB	2	6	3	5a	515	
VS			19	48a	ŚB	12	8	1	22	515	
VS			19	48a	ŚŚ		4	13	1a	515	
VS			19	48a	ApŚ		6	11	5a	515	
RV		8	44	12a	MS		4	10	1a	516	
RV		8	44	12a	MS		4	10	5	516	
RV		8	44	12a	KS			2	14a	516	
RV		8	44	12a	AB		1	4	3	516	
RV		8	44	12a	TB	3	5	6	1a	516	
RV		8	44	12a	AŚ		1	5	35	516	
RV		8	44	12a	MŚ	5	1	1	37	516	
RV		8	44	12a	MŚ	5	1	4	3	516	
RV		8	44	12a	ŚŚ		1	8	2	516	agniḥ pratnena
TB	2	4	8	7a	HirŚ		6	8	1	517	
TB	2	4	8	7a	PG		3	1	4a	517	
TB	2	4	8	7a	JG			1	24a	517	
TS	2	1	11	2a	KS			10	12a	518	
TS	2	1	11	2a	AŚ		2	11	12a	518	
TS	2	1	11	2a	ŚŚ		3	6	2a	518	
TS	2	1	11	2a	ApŚ		19	20	4	518	agniḥ prathamo vasubhiḥ
TS	2	1	11	2a	MŚ	5	1	10	7	518	agniḥ prathamaḥ
MS		2	7	16d	ApŚ		16	26	6d	519	
MS		2	7	16d	ApŚ		16	26	12d	519	
AVŚ		6	47	1a	MS		1	3	36a	525	
AVŚ		6	47	1a	MS		4	7	7	525	
AVŚ		6	47	1a	KS			30	6a	525	
AVŚ		6	47	1a	KS			30	7	525	
AVŚ		6	47	1a	KŚ		9	3	21a	525	
AVŚ		6	47	1a	ApŚ		12	29	13	525	
AVŚ		6	47	1a	MS		4	14	9	525	agniḥ prātaḥsavane
AVŚ		6	47	1a	Vait			21	7	525	agniḥ prātaḥsavane
AVŚ		6	47	1a	KŚ		24	4	1	525	agniḥ prātaḥsavane
AVŚ		6	47	1a	MŚ	2	4	3	29	525	agniḥ prātaḥsavane
AVŚ		6	47	1a	MŚ	7	1	1	20	525	agniḥ prātaḥsavane
KS			13	15a	SMB		2	1	15a	527	
KS			13	15a	GG		3	8	23	527	
KS			13	15a	ApMB		2	10	7a	527	
KS			13	15a	KhG		3	3	8	527	agniḥ prāśnātu
SV			2	1060a	ŚB	7	3	2	8	529	
ŚB	2	2	3	24	ŚB	2	5	3	7	530	
ŚB	2	2	3	24	ŚB	2	5	3	12	530	
ŚB	2	2	3	24	ŚB	3	4	4	11	530	
ŚB	2	2	3	24	ApŚ		2	19	6	530	
ŚB	2	2	3	24	MŚ	1	3	2	10	530	
ŚB	2	2	3	24	MŚ	1	3	2	15	530	
RV		8	23	22b	RV		8	60	2d	532	
RV		8	23	22b	RV		8	102	10c	532	
RV		8	23	22b	AVŚ		20	103	3d	532	
RV		8	23	22b	SV			2	903d	532	
RV		8	23	22b	JB			2	226	532	
RV		7	10	3b	TB	2	8	2	4b	533	
RV		1	164	46d	N			7	18d	535	
VS			18	51a	TS	4	7	13	1a	539	
VS			18	51a	TS	5	4	10	1	539	
VS			18	51a	MS		2	12	3a	539	
VS			18	51a	MS		3	4	4	539	
VS			18	51a	KS			18	15a	539	
VS			18	51a	KS			22	1	539	
VS			18	51a	ŚB	9	4	4	3	539	
VS			18	51a	MŚ	6	2	6	9	539	
VS			18	51a	KS			35	2	539	agniṃ yunajmi
VS			18	51a	KŚ		18	6	16	539	agniṃ yunajmi
VS			18	51a	ApŚ		14	17	1	539	agniṃ yunajmi
VS			18	51a	ApŚ		17	23	1	539	agniṃ yunajmi
RV		8	71	14c	SV			1	49c	544	
RV		8	71	14c	JB			1	151	544	
RV		8	31	14a	MS		2	13	7a	546	
RV		8	31	14a	MS		4	11	2	546	
RV		8	31	14a	KS			11	12a	546	
RV		8	31	14a	MŚ	5	1	6	7	546	
AVŚ		4	23	4b	TS	4	1	5	2d	561	
VS			6	21	TS	6	4	1	4	562	
VS			6	21	MS		1	2	18	562	
VS			6	21	MS		3	10	7	562	
VS			6	21	KS			3	8	562	
VS			6	21	ŚB	3	8	5	4	562	
RV		8	74	1c	SV			2	914c	563	
RV		7	3	1a	KS			35	1a	564	
RV		7	3	1a	AB		5	18	6	564	
RV		7	3	1a	JB			3	207a	564	
RV		7	3	1a	KB			26	11	564	
RV		7	3	1a	PB		14	8	1	564	
RV		7	3	1a	ApŚ		14	17	1a	564	
RV		7	3	1a	AŚ		4	13	7	564	agniṃ vo devam
RV		7	3	1a	AŚ		8	10	1	564	agniṃ vo devam
RV		7	3	1a	ŚŚ		10	10	2	564	agniṃ vo devam
RV		7	3	1a	ŚŚ		14	53	1	564	agniṃ vo devam
RV		8	102	7a	SV			2	296a	566	
RV		8	102	7a	JB			3	81	566	
RV		8	102	7a	PB		12	12	1	566	
RV		8	102	7a	AŚ		7	8	1	566	
RV		8	102	7a	ŚŚ		12	10	9	566	
VS			11	18c	MS		2	7	2c	577	
VS			11	18c	KS			16	2c	577	
VS			11	18c	ŚB	6	3	3	8	577	
RV		8	102	4c	RV		8	102	6c	583	
RV		8	102	4c	SV			1	18c	583	
RV		8	102	4c	TS	3	1	11	8c	583	
RV		8	102	4c	MS		4	11	2c	583	
RV		8	102	4c	MS		4	167	2	583	
RV		8	102	4c	MS		4	167	4	583	
RV		8	102	4c	KS			40	14c	583	
RV		3	17	4a	KS			18	21a	587	
RV		3	17	4a	TB	3	6	9	1a	587	
RV		3	17	4a	AŚ		9	9	7	587	
RV		3	17	4a	ŚŚ		5	19	11	587	agniṃ sudītim
RV		3	17	4a	MŚ	5	2	8	34	587	agniṃ sudītim
RV		3	2	5a	SV			2	1171b	588	
RV		3	2	5a	VS			12	111b	588	
RV		3	2	5a	TS	4	2	7	3b	588	
RV		3	2	5a	MS		2	7	14b	588	
RV		3	2	5a	KS			16	14b	588	
RV		3	2	5a	ŚB	7	3	1	34	588	
VS			21	58e	TB	2	6	14	6e	593	
RV		5	14	1a	TS	4	1	11	4a	596	
RV		5	14	1a	MS		4	10	1a	596	
RV		5	14	1a	MS		4	10	2	596	
RV		5	14	1a	KS			19	14a	596	
RV		5	14	1a	KS			20	14	596	
RV		5	14	1a	KB			1	4	596	
RV		5	14	1a	ŚB	2	2	3	21a	596	
RV		5	14	1a	ŚŚ		2	5	13	596	
RV		5	14	1a	ApŚ		5	28	10	596	
RV		5	14	1a	MŚ	5	1	2	7	596	
RV		5	14	1a	MS		4	10	3	596	agniṃ stomena
RV		5	14	1a	ŚŚ		2	2	18	596	agniṃ stomena
RV		5	14	1a	ŚŚ		6	4	1	596	agniṃ stomena
RV		5	14	1a	ŚŚ		12	10	9	596	agniṃ stomena
RV		5	14	1a	MŚ	5	1	3	9	596	agniṃ stomena
VS			27	14c	MS		2	12	6b	598	
VS			27	14c	KS			18	17b	598	
ŚB	2	2	3	24	ŚB	2	5	3	10	600	
ŚB	2	2	3	24	ŚB	2	5	3	15	600	
ŚB	2	2	3	24	ŚB	5	2	2	18	600	
ŚB	2	2	3	24	ŚB	5	4	4	24	600	
ŚB	2	2	3	24	ApŚ		2	21	6	600	
ŚB	2	2	3	24	MŚ	1	3	2	25	600	
TB	3	5	7	5	AŚ		1	6	3	601	
KS			2	15d	ApŚ		9	8	8d	602	
VS			12	61b	TS	4	2	5	2b	603	
VS			12	61b	MS		2	7	11b	603	
VS			12	61b	KS			16	11b	603	
VS			12	61b	ŚB	7	1	1	43	603	
VS			12	61b	ApŚ		16	10	8b	603	
RV		5	14	3c	MS		4	10	1c	605	
RV		5	14	3c	KS			19	14c	605	
RV		10	156	1a	AŚ		4	13	7	608	agniṃ hinvantu naḥ
RV		10	156	1a	ŚŚ		6	4	1	608	agniṃ hinvantu
VS			39	8	TA		3	21	1	610	
TS	1	5	10	3a	MS		1	4	1a	616	
TS	1	5	10	3a	MS		1	4	5	616	
TS	1	5	10	3a	ApŚ		4	4	5	616	
TS	1	5	10	3a	HirŚ		6	1	55	616	
TS	1	5	10	3a	MŚ	1	4	1	13	616	
RV		10	91	8b	KS			39	13b	620	
RV		10	91	8b	JB			3	88b	620	
RV		10	91	8b	TB	3	11	6	3b	620	
RV		10	91	8b	ApŚ		16	35	5b	620	
RV		1	127	1a	SV			1	465a	623	
RV		1	127	1a	SV			2	1163a	623	
RV		1	127	1a	VS			15	47a	623	
RV		1	127	1a	TS	4	4	4	8a	623	
RV		1	127	1a	MS		2	13	8a	623	
RV		1	127	1a	KS			26	11a	623	
RV		1	127	1a	KS			39	15a	623	
RV		1	127	1a	AŚ		8	1	2	623	
RV		1	127	1a	KS			20	14	623	agniṃ hotāraṃ manye
RV		1	127	1a	Vait			29	8	623	agniṃ hotāraṃ manye
RV		1	127	1a	MŚ	6	2	2	21	623	agniṃ hotāraṃ manye
RV		1	127	1a	ŚŚ		10	7	7	623	agniṃ hotāram
RV		1	127	1a	KŚ		17	12	16	623	agniṃ hotāram
RV		1	127	1a	Svidh		2	3	2	623	agniṃ hotāram
ŚB	1	4	2	17	TB	3	5	3	2	625	
ŚB	1	4	2	17	AŚ		1	3	22	625	
ŚB	1	4	2	17	AŚ		2	19	8	625	
ŚB	1	4	2	17	ŚŚ		1	5	5	625	
VS			11	21d	MS		2	7	2d	632	
VS			11	21d	KS			16	2d	632	
VS			11	21d	ŚB	6	3	3	13	632	
RV		8	11	6c	RVKh		10	187	1b	637	
RV		8	11	6c	AVŚ		3	20	4b	637	
RV		8	11	6c	AVP		3	34	6b	637	
RV		8	11	6c	AŚ		2	18	3b	637	
RV		8	11	6c	N			14	32c	637	
TB	3	7	4	4b	ApŚ		4	1	10b	639	
TB	3	7	4	4b	ApŚ		3	9	1	639	agniṃ gṛhapatim
TB	3	7	4	3a	HirŚ		6	1	18	641	
RV		1	23	20c	AVŚ		1	6	2c	646	
RV		1	23	20c	AVP		1	1	3c	646	
RV		1	23	20c	KS			2	14c	646	
RV		1	23	20c	TB	2	5	8	6c	646	
RV		1	23	20c	ApŚ		8	8	7c	646	
TA		4	2	4	ApŚ		15	2	1	648	
RV		1	89	7c	KS			35	1c	652	
RV		1	89	7c	ApŚ		14	16	1c	652	
TS	3	5	8	1	TS	3	5	9	2	653	agnijihvebhyas tvartāyubhyaḥ
VSK		3	2	1	KŚ		4	14	13	655	
TS	4	1	1	1c	MS		2	74	17	656	
TS	4	1	1	1c	MS		3	1	1	656	
TS	4	1	1	1c	KS			15	11c	656	
TS	4	1	1	1c	KS			16	1c	656	
RV		10	14	13d	AVŚ		18	2	1d	660	
RV		10	14	13d	AVP		2	5	8d	660	
RV		10	14	13d	TA		6	5	1d	660	
RV		1	12	6a	TS	1	4	46	3a	665	
RV		1	12	6a	TS	3	5	11	5a	665	
RV		1	12	6a	TS	5	5	6	1	665	
RV		1	12	6a	MS		4	10	2a	665	
RV		1	12	6a	KS			15	12a	665	
RV		1	12	6a	KS			20	14	665	
RV		1	12	6a	KS			34	19a	665	
RV		1	12	6a	AB		1	16	28a	665	
RV		1	12	6a	AB		7	6	1	665	
RV		1	12	6a	JB			1	65a	665	
RV		1	12	6a	JB			3	37	665	
RV		1	12	6a	JB			3	331	665	
RV		1	12	6a	KB			1	4	665	
RV		1	12	6a	KB			8	1	665	
RV		1	12	6a	PB		12	2	1	665	
RV		1	12	6a	TB	2	7	12	3a	665	
RV		1	12	6a	ŚB	12	4	3	5a	665	
RV		1	12	6a	AŚ		2	16	7	665	
RV		1	12	6a	AŚ		3	13	12	665	
RV		1	12	6a	ŚŚ		2	2	11	665	
RV		1	12	6a	ŚŚ		3	5	1	665	
RV		1	12	6a	ŚŚ		3	13	17	665	
RV		1	12	6a	ApŚ		14	16	1	665	
RV		1	12	6a	ApŚ		17	7	4	665	
RV		1	12	6a	MŚ	5	1	2	15	665	
RV		1	12	6a	MS		4	10	2	665	agnināgniḥ
RV		1	12	6a	MS		4	10	3	665	agnināgniḥ
TB	1	1	7	2	ApŚ		5	12	1	667	agnināgne brahmaṇā
TS	7	3	14	1	KSA			3	4	669	
TS	7	3	14	1	TB	3	8	17	3	669	
TS	7	3	14	1	ApŚ		20	11	10	669	
TS	3	5	3	1	ApŚ		13	18	8	673	
RV		1	1	3a	TS	4	3	13	5a	677	
RV		1	1	3a	MS		4	10	4a	677	
RV		1	1	3a	MS		4	4	16	677	
RV		1	1	3a	ŚB	11	4	3	19a	677	
RV		1	1	3a	AŚ		2	1	27	677	
RV		1	1	3a	KŚ		5	12	19a	677	
RV		1	1	3a	MŚ	5	1	3	18	677	
RV		1	1	3a	ŚŚ		3	7	3	677	agninā rayim
RV		1	1	3a	ŚŚ		3	15	8	677	agninā rayim
RV		1	1	3a	ŚG		1	20	5	677	agninā rayim
VS			29	10d	MS		3	16	2d	681	
VS			29	10d	KSA			6	2d	681	
VS			9	35	KŚ		15	1	20	682	agninetrebhyaḥ
RV		8	35	1a	Rvidh		2	32	2	683	agninā
RV		5	6	1a	SV			2	1087a	687	
RV		5	6	1a	VS			15	41a	687	
RV		5	6	1a	MS		2	13	7a	687	
RV		5	6	1a	KS			39	14a	687	
RV		5	6	1a	KB			23	1	687	
RV		5	6	1a	ŚB	13	5	1	8	687	
RV		5	6	1a	AŚ		7	8	1	687	
RV		5	6	1a	AŚ		2	19	35	687	agniṃ taṃ manye
RV		5	6	1a	AŚ		4	13	7	687	agniṃ taṃ manye
RV		5	6	1a	AŚ		10	10	2	687	agniṃ taṃ manye
RV		5	6	1a	ŚŚ		3	17	5	687	agniṃ taṃ manye
RV		5	6	1a	ŚŚ		6	4	13	687	agniṃ taṃ manye
RV		5	6	1a	LŚ		10	9	9	687	agniṃ taṃ manye
RV		5	6	1a	KŚ		17	12	14	687	agniṃ tam
AVP		1	95	3a	Vait			6	7a	692	
RV		1	12	1a	SV			1	3a	694	
RV		1	12	1a	SV			2	140a	694	
RV		1	12	1a	TS	2	5	8	5	694	
RV		1	12	1a	TS	5	5	6	1	694	
RV		1	12	1a	MS		4	10	2a	694	
RV		1	12	1a	KS			20	14a	694	
RV		1	12	1a	AB		4	31	4	694	
RV		1	12	1a	KB			1	4	694	
RV		1	12	1a	KB			22	2	694	
RV		1	12	1a	GB		1	2	23a	694	
RV		1	12	1a	JB			3	22	694	
RV		1	12	1a	JB			3	188	694	
RV		1	12	1a	JB			3	331	694	
RV		1	12	1a	PB		11	7	3a	694	
RV		1	12	1a	ṢB		5	1	7	694	
RV		1	12	1a	AdB			1	7	694	
RV		1	12	1a	ŚB	1	4	1	34	694	
RV		1	12	1a	ŚB	1	4	3	8	694	
RV		1	12	1a	TB	3	5	2	3a	694	
RV		1	12	1a	AŚ		1	2	7	694	
RV		1	12	1a	ŚŚ		1	4	9	694	
RV		1	12	1a	ŚŚ		6	4	1	694	
RV		1	12	1a	ŚŚ		10	3	2	694	
RV		1	12	1a	Vait			39	8	694	
RV		1	12	1a	ApŚ		17	7	4	694	
RV		1	12	1a	AŚ		4	13	7	694	agniṃ dūtam
RV		1	12	1a	AŚ		7	10	3	694	agniṃ dūtam
RV		1	12	1a	ŚŚ		14	52	2	694	agniṃ dūtam
RV		1	12	1a	AG		11	11	2	694	agniṃ dūtam
RV		1	12	1a	BṛhPDh			9	58	694	agniṃ dūtam
RV		1	12	1a	BṛhPDh			9	316	694	agniṃ dūtam
RV		1	12	1a	Karmap		3	1	16	694	agniṃ dūtam
RV		8	44	3a	KS			2	15a	695	
RV		8	44	3a	KS			19	14	695	
RV		8	44	3a	Rvidh		2	25	5	695	
RV		8	103	1d	SV			2	865d	709	
RV		5	11	2b	TS	4	4	4	3b	712	
RV		5	11	2b	KS			39	14b	712	
RV		5	11	2b	JB			3	63	712	
RV		7	1	1a	SV			2	723a	714	
RV		7	1	1a	KS			34	19a	714	
RV		7	1	1a	KS			39	15a	714	
RV		7	1	1a	AB		5	5	16	714	
RV		7	1	1a	JB			2	328	714	
RV		7	1	1a	KB			22	7	714	
RV		7	1	1a	KB			25	11	714	
RV		7	1	1a	AA	1	1	2	1a	714	
RV		7	1	1a	AŚ		8	12	2	714	
RV		7	1	1a	AŚ		8	12	26	714	
RV		7	1	1a	ŚŚ		17	8	2	714	
RV		7	1	1a	ApŚ		14	16	1a	714	
RV		7	1	1a	MŚ	1	5	3	2	714	
RV		7	1	1a	MŚ	6	2	2	21a	714	
RV		7	1	1a	N			5	10a	714	
RV		7	1	1a	VHDh			5	130	714	agniṃ naro dīdhitibhiḥ
RV		7	1	1a	AŚ		8	7	1	714	agniṃ naraḥ
RV		7	1	1a	AŚ		8	8	4	714	agniṃ naraḥ
RV		7	1	1a	AŚ		10	2	18	714	agniṃ naraḥ
RV		7	1	1a	ŚŚ		10	5	2	714	agniṃ naraḥ
RV		7	1	1a	ŚŚ		10	12	8	714	agniṃ naraḥ
RV		7	1	1a	ŚŚ		10	13	20	714	agniṃ naraḥ
RV		7	1	1a	ŚŚ		11	15	2	714	agniṃ naraḥ
RV		7	1	1a	ŚŚ		14	54	5	714	agniṃ naraḥ
RV		7	1	1a	LŚ		4	10	2	714	agniṃ naraḥ
RV		7	1	1a	Rvidh		2	25	1	714	agniṃ naraḥ
RV		7	1	1a	Rvidh		2	31	6	714	agniṃ naraḥ
RV		7	1	1a	Svidh		3	7	9	714	agniṃ naraḥ
RV		7	1	1a	VHDh			5	407	714	agniṃ naraḥ
TS	2	5	9	4	KB			12	7	726	
TS	2	5	9	4	TB	3	5	3	2	726	
TS	2	5	9	4	ŚB	1	4	2	16	726	
TS	2	5	9	4	ŚŚ		1	5	2	726	
RV		1	12	2a	SV			2	141a	729	
RV		1	12	2a	TS	4	3	13	8a	729	
RV		1	12	2a	MS		4	10	1a	729	
RV		1	12	2a	ŚŚ		2	2	11	729	
RV		1	12	2a	ŚŚ		3	5	1	729	
RV		1	12	2a	MS		4	10	5	729	agnim-agnim
ŚB	1	4	4	13	ŚB	2	5	2	41	733	
