id	word	wordnet21id	wordnetSupersenseId	wordnetSupersenseName
39052	police court	a court that has power to prosecute for minor offenses and to bind over for trial in a superior court anyone accused serious offenses	08220	14	group
39053	probate court	a court having jurisdiction over the probate of will and the administration of estates	_	_	_
39054	quarter sessions	a local court with criminal jurisdiction and sometimes administrative functions	08220	14	group
39055	Rota	(Roman Catholic Church) the supreme ecclesiastical tribunal for cases appealed to the Holy See from diocesan courts	08220	14	group
39056	Star Chamber	a former English court that became notorious for its arbitrary methods and severe punishments	08220	14	group
39057	superior court	any court that has jurisdiction above an inferior court	08221	14	group
39058	Supreme Court	the highest federal court in the US; has final appellate jurisdiction and has jurisdiction over all other courts in the nation	_	_	_
39059	supreme court	the highest court in most states of the US	_	_	_
39060	traffic court	a court that has power to prosecute for traffic offences	08221	14	group
39061	trial court	the first court before which the facts of a case are decided	08221	14	group
39062	repertoire	a collection of works that an artist or company can perform	_	_	_
39063	repertory	the entire range of skills or aptitudes or devices used in a particular field or occupation: "the repertory of the supposed feats of mesmerism"; "has a large repertory of dialects and characters"	_	_	_
39064	agency	an administrative unit of government; "the Central Intelligence Agency"; "the Census Bureau"; "Office of Management and Budget"; "Tennessee Valley Authority"	08222	14	group
39065	intelligence	a unit responsible for gathering and interpreting intelligence	_	_	_
39066	organ	a government agency or instrument devoted to the performance of some specific function; "The Census Bureau is an organ of the Commerce Department"	08234	14	group
39067	admiralty	the department in charge of the navy (as in Great Britain)	08234	14	group
39068	patent office	the government bureau that keeps a record of patents and grants new ones	_	_	_
39069	central bank	a government monetary authority that issues currency and regulates the supply of credit and holds the reserves of other banks and sells new issues of securities for the government	08235	14	group
39070	Federal Reserve System	the central bank of the US; incorporates 12 Federal Reserve branch banks and all national banks and stated charted commercial banks and some trust companies	_	_	_
39071	Federal Reserve Bank	one of 12 regional banks that monitor and act as depositories for banks in their region	08236	14	group
39072	Bank of England	the central bank of England	_	_	_
39073	Bundesbank	the central bank of Germany	08237	14	group
39074	Bank of Japan	the central bank of Japan	08237	14	group
39075	office	professional or clerical workers in an office; "the whole office was late the morning of the blizzard"	08237	14	group
39076	research staff	a group of associated research workers in a university or library or laboratory	08238	14	group
39077	sales staff	those in a business who are responsible for sales	08238	14	group
39078	security staff	those in an organization responsible for preventing spying or theft	08238	14	group
39079	service staff	those in a business responsible for maintaining the physical plant	08238	14	group
39080	secret service	a government agency that conducts intelligence operations	_	_	_
39081	redevelopment authority	a public agency given responsibility for the renovation of blighted urban areas	_	_	_
39082	regulatory agency	a government agency that regulates businesses in the public interest	_	_	_
39083	Selective Service	a federal agency that administers compulsory military service	_	_	_
39084	weather bureau	agency responsible for gathering and interpreting meteorological data for weather study and forecasts	_	_	_
39085	advertising agency	an agency that designs advertisement to call public attention to its clients	08239	14	group
39086	credit bureau	a private firm that maintains consumer credit data files and provides credit information to authorized users for a fee	08239	14	group
39087	detective agency	an agency that makes inquiries for its clients	08239	14	group
